,name,faction,loyalty,text,traits,card type,image name,cost,command,attack,health,shields,cycle,war pack,keywords,useful_quantities
258,Supreme Appearance,Astra Militarum,Signature,Action: Exhaust and sacrifice this support to exhaust each non-warlord unit. Use this ability only if you control no Ranged units.,Miracle.,Support,Supreme_Appearance,1,-1,-1,-1,0,Defenders of the Faith,Defenders of the Faith,,1
259,Transcendent Blessing,Astra Militarum,Signature,"Attach to a non-warlord unit.
Attached unit gets +1 ATK and +1 HP.
Interrupt: When attached unit leaves play, pay 1 faith to attach this card to an eligible unit.",Blessing.,Attachment,Transcendent_Blessing,0,-1,-1,-1,3,Defenders of the Faith,Defenders of the Faith,,1
260,Saint Celestine,Astra Militarum,Signature,"Combat Action: Pay faith equal to the printed cost of a non-Elite unit in your hand to put it into play at this planet. If that unit is still in play at the end of the phase, discard it and draw a card. (Limit once per phase.)",Saint. Ecclesiarchy.,Warlord,Saint_Celestine,-1,-1,2,7,0,Defenders of the Faith,Defenders of the Faith,Unique.,1
261,Armour of Saint Katherine,Astra Militarum,Signature,"Attach to your warlord.
Reduce all damage dealt to attached unit to 3.
Reaction: After attached unit takes damage, place 1 faith on it.",Wargear. Armor.,Attachment,Armour_of_Saint_Katherine,0,-1,-1,-1,3,Defenders of the Faith,Defenders of the Faith,Unique.,1
262,Heralding Cherubim,Astra Militarum,Signature,"Reaction: After your warlord commits to a planet, place 1 faith on this unit. Then you may move this unit to a planet adjacent to your warlord.",Herald. Ecclesiarchy.,Army,Heralding_Cherubim,2,1,2,2,0,Defenders of the Faith,Defenders of the Faith,,4
263,Miraculous Intervention,Astra Militarum,Signature,"Reaction: After a combat round begins at a planet, commit your warlord to that planet and place 2 faith on it. Then you may pay 1 RESOURCE to put Guardsman tokens into play at that planet until you control at least as many units as your opponent at that planet.",Prayer. Ecclesiarchy.,Event,Miraculous_Intervention,1,-1,-1,-1,1,Defenders of the Faith,Defenders of the Faith,,2
264,Order of the Crimson Oath,Astra Militarum,Signature,"While at the first planet, your warlord gets +2 HP.
Reaction: After your opponent wins a battle, Rally 6 a unit, add it to your hand. Then place 2 faith among army units you control.",Location. Ecclesiarchy.,Support,Order_of_the_Crimson_Oath,0,-1,-1,-1,0,Defenders of the Faith,Defenders of the Faith,,1
265,Nazdreg,Orks,Signature,Each other unit you control at this planet gains Brutal. ,Warrior. Warboss.,Warlord,Nazdreg,-1,-1,2,7,0,Core Set,Core Set,Unique.,1
266,Nazdreg's Flash Gitz,Orks,Signature,Combat Action: Deal this unit 1 damage to ready it. (Limit once per phase.),Nob. Warrior.,Army,Nazdreg's_Flash_Gitz,3,1,2,4,0,Core Set,Core Set,,4
267,Kraktoof Hall,Orks,Signature,Combat Action: Exhaust this support to move 1 damage from a target unit you control to another target unit at the same planet.,Location.,Support,Kraktoof_Hall,2,-1,-1,-1,0,Core Set,Core Set,,1
268,Bigga Is Betta,Orks,Signature,"Interrupt: When you deploy an Orks unit, reduce its cost by 2. Deal 1 damage to that unit after it enters play.",Tactic.,Event,Bigga_Is_Betta,0,-1,-1,-1,1,Core Set,Core Set,,2
269,Cybork Body,Orks,Signature,"Attach to an army unit.
Double attached unit's HP.",Wargear. Bionics.,Attachment,Cybork_Body,1,-1,-1,-1,3,Core Set,Core Set,,1
270,Sniveling Grot,Orks,Common,,Runt. Ally.,Army,Sniveling_Grot,0,0,1,1,0,Core Set,Core Set,,3
271,Goff Nob,Orks,Loyal,,Warrior. Nob. Elite.,Army,Goff_Nob,5,0,6,6,0,Core Set,Core Set,,3
272,Weirdboy Maniak,Orks,Loyal,"Reaction: After this unit enters play, deal 1 damage to each other unit at this planet.",Oddboy. Psyker.,Army,Weirdboy_Maniak,3,1,2,4,0,Core Set,Core Set,,3
273,Tankbusta Bommaz,Orks,Common,This unit deals double damage to enemy Vehicle units.,Warrior. Boyz.,Army,Tankbusta_Bommaz,4,2,3,4,0,Core Set,Core Set,,3
274,Rugged Killa Kans,Orks,Loyal,"No Wargear Attachments.
Brutal.",Vehicle. Walker.,Army,Rugged_Killa_Kans,4,2,2,5,0,Core Set,Core Set,Brutal.No Wargear Attachments.,3
275,Enraged Ork,Orks,Loyal,Brutal.,Warrior. Boyz.,Army,Enraged_Ork,2,1,0,5,0,Core Set,Core Set,Brutal.,3
276,Crushface,Orks,Loyal,"Interrupt: When you deploy another Orks unit at this planet, reduce its cost by 1.",Warrior. Nob.,Army,Crushface,3,2,2,3,0,Core Set,Core Set,Unique.,3
277,Bad Dok,Orks,Common,This unit gains 3 command icons while it is damaged.,Oddboy. Nob.,Army,Bad_Dok,2,1,1,4,0,Core Set,Core Set,,3
278,Rokkitboy,Orks,Common,Each enemy unit at this planet loses the Flying keyword.,Warrior. Boyz.,Army,Rokkitboy,2,1,2,2,0,Core Set,Core Set,,3
279,Goff Boyz,Orks,Common,This unit gets +3 ATK while it is at the first planet.,Warrior. Boyz. Ally.,Army,Goff_Boyz,1,0,0,2,0,Core Set,Core Set,,3
280,Shoota Mob,Orks,Common,,Warrior. Boyz.,Army,Shoota_Mob,1,1,2,1,0,Core Set,Core Set,,3
281,Burna Boyz,Orks,Common,"Reaction: After this unit declares an attack against an enemy unit, deal 1 damage to a different enemy unit at the same planet.",Warrior. Boyz.,Army,Burna_Boyz,4,1,5,3,0,Core Set,Core Set,,3
282,Battle Cry,Orks,Loyal,"Play only during a battle.
Combat Action: Each unit you control gets +2 ATK until the end of the battle.",Power.,Event,Battle_Cry,3,-1,-1,-1,2,Core Set,Core Set,,3
283,Snotling Attack,Orks,Common,Deploy Action: Put 4 Snotlings tokens into play divided among any number of planets.,Tactic.,Event,Snotling_Attack,2,-1,-1,-1,1,Core Set,Core Set,,3
284,Squig Bombin',Orks,Common,Action: Destroy a target support card.,Tactic.,Event,Squig_Bombin',2,-1,-1,-1,1,Core Set,Core Set,,3
285,Rokkit Launcha,Orks,Common,Attach to an army unit.Attached unit gains Ranged.,Wargear. Weapon.,Attachment,Rokkit_Launcha,1,-1,-1,-1,1,Core Set,Core Set,,3
286,Ork Kannon,Orks,Common,Combat Action: Exhaust this support to target a planet. Each player deals 1 indirect damage among the units he controls at that planet.,Artillery. Weapon.,Support,Ork_Kannon,1,-1,-1,-1,0,Core Set,Core Set,,3
287,Bigtoof Banna,Orks,Common,"Limited.
Interrupt: When you deploy an Orks unit, exhaust this support to reduce that unit's cost by 1.",Upgrade.,Support,Bigtoof_Banna,1,-1,-1,-1,0,Core Set,Core Set,Limited.Unique.,3
288,Tellyporta Pad,Orks,Common,Combat Action: Exhaust this support to move an Orks unit you control to the first planet.,Location.,Support,Tellyporta_Pad,2,-1,-1,-1,0,Core Set,Core Set,,3
289,Boss Zugnog,Orks,Loyal,Combat Action: Target up to 2 Orks army units you control at this planet. Deal 1 damage to each targeted unit to move them to the first planet. (Limit once per phase.),Warrior. Nob.,Army,Boss_Zugnog,4,1,4,4,0,The Great Devourer,The Great Devourer,Unique.,3
290,Ork Landa,Orks,Common,"Combat Action: Exhaust this support to discard the top card of your deck. If it is an Orks card with an odd printed cost, your opponent deals X indirect damage among units he controls. X is the printed cost of the discarded card.",Upgrade.,Support,Ork_Landa,2,-1,-1,-1,0,The Great Devourer,The Great Devourer,Unique.,3
291,Goff Brawlers,Orks,Common,"While you control a non-Orks warlord, this unit gains 1 command icon.
Reaction: After this unit readies, each player deals 1 indirect damage among units he controls at this planet.",Warrior. Boyz.,Army,Goff_Brawlers,2,0,2,3,0,Legions of Death,Legions of Death,,3
292,Deathskull Lootas,Orks,Common,"Reaction: After this unit damages an enemy unit by an attack, destroy a target enemy support card.",Warrior.,Army,Deathskull_Lootas,4,2,2,3,0,Warlord Cycle,The Howl of Blackmane,,3
293,Smash 'n Bash,Orks,Common,Combat Action: Deal 1 damage to each unit you control at a target planet without an enemy warlord to ready up to 3 units you control at that planet.,Tactic.,Event,Smash_'n_Bash,2,-1,-1,-1,1,Warlord Cycle,The Howl of Blackmane,,3
294,Attack Squig Herd,Orks,Common,No Wargear Attachments.,Creature. Squig.,Army,Attack_Squig_Herd,4,0,4,6,0,Warlord Cycle,The Scourge,No Wargear Attachments.,3
295,Dakka Dakka Dakka!,Orks,Loyal,Deploy Action: Exhaust your warlord to deal 1 damage to each unit.,Tactic. Maneuver.,Event,Dakka_Dakka_Dakka!,2,-1,-1,-1,2,Warlord Cycle,The Scourge,,3
296,Kustom Field Generator,Orks,Common,"Reaction: After an Orks unit you control is assigned damage by an attack, exhaust this support to prevent all of that damage. Then, deal an amount of indirect damage equal to the damage prevented among Orks units you control at the same planet as the defender.",Upgrade.,Support,Kustom_Field_Generator,2,-1,-1,-1,0,Warlord Cycle,The Scourge,,3
297,Mekaniak Repair Krew,Orks,Loyal,Action: Exhaust this unit to ready a target Orks support card you control. Then deal 1 damage to this unit.,Oddboy.,Army,Mekaniak_Repair_Krew,3,1,2,3,0,Warlord Cycle,Gift of the Ethereals,,3
298,Goff Big Choppa,Orks,Common,"Attach to an army unit.
Attached unit gets +2 ATK and gains Armorbane.",Wargear. Weapon.,Attachment,Goff_Big_Choppa,2,-1,-1,-1,1,Warlord Cycle,Gift of the Ethereals,,3
299,Ammo Depot,Orks,Common,Action: Exhaust this support to draw 1 card if you have 3 or fewer cards in your hand.,Location.,Support,Ammo_Depot,1,-1,-1,-1,0,Warlord Cycle,Gift of the Ethereals,,3
300,Old Zogwort,Orks,Signature,"Reaction: After this warlord commits to a planet or is declared as an attacker, put a Snotlings token into play at this planet.",Psyker. Oddboy.,Warlord,Old_Zogwort,-1,-1,1,7,0,Warlord Cycle,Zogwort's Curse,Unique.,1
301,Zogwort's Runtherders,Orks,Signature,"Interrupt: When this unit takes damage, put a Snotlings token into play at this planet.",Oddboy.,Army,Zogwort's_Runtherders,3,1,1,3,0,Warlord Cycle,Zogwort's Curse,,4
302,Zogwort's Hovel,Orks,Signature,"Reaction: After your warlord is declared as a defender, put a Snotlings token into play at the same planet as your warlord.",Location.,Support,Zogwort's_Hovel,2,-1,-1,-1,0,Warlord Cycle,Zogwort's Curse,,1
303,Wyrdboy Stikk,Orks,Signature,"Attach to an Oddboy unit.
Reaction: After a Snotlings token is destroyed, exhaust this attachment to put a Snotlings token into play at a planet.",Wargear. Weapon.,Attachment,Wyrdboy_Stikk,0,-1,-1,-1,3,Warlord Cycle,Zogwort's Curse,,1
304,Launch da Snots,Orks,Signature,"Reaction: After an Orks unit you control is declared as an attacker, it gets +X ATK for that attack. X is the number of Snotlings tokens at the same planet as the attacking unit.",Tactic.,Event,Launch_da_Snots,1,-1,-1,-1,1,Warlord Cycle,Zogwort's Curse,,2
305,Snakebite Thug,Orks,Common,"Forced Reaction: After this unit resolves its attack, deal 1 damage to it.",Warrior. Boyz.,Army,Snakebite_Thug,2,1,3,4,0,Warlord Cycle,The Threat Beyond,,3
306,Evil Sunz Warbiker,Orks,Common,This unit gets +2 ATK while it is at a planet with a warlord.,Warrior. Boyz.,Army,Evil_Sunz_Warbiker,2,1,2,2,0,Warlord Cycle,The Threat Beyond,,3
307,Mork's Great Heap,Orks,Loyal,Each non-token Orks unit you control gets +1 HP.,Upgrade.,Support,Mork's_Great_Heap,3,-1,-1,-1,0,Warlord Cycle,The Threat Beyond,Unique.,3
308,Big Shoota Battlewagon,Orks,Common,"No Wargear Attachments.
Interrupt: When this unit is destroyed, put 4 Snotlings tokens into play at this planet.",Vehicle. Elite.,Army,Big_Shoota_Battlewagon,6,1,4,4,0,Warlord Cycle,Descendants of Isha,No Wargear Attachments.,3
309,Made Ta Fight,Orks,Common,"Interrupt: When an army unit you control leaves play from a planet with your warlord, deal damage equal to that army unit's printed ATK value to a target non-warlord unit at the same planet.",Power.,Event,Made_Ta_Fight,2,-1,-1,-1,1,Warlord Cycle,Descendants of Isha,,3
310,Squiggify,Orks,Loyal,"Combat Action: Target a non-Vehicle army unit. Until the end of the phase, set that unit's ATK value to 1, its printed text box is treated as blank (except for Traits), and it gains the Squig trait.",Power.,Event,Squiggify,3,-1,-1,-1,2,Warlord Cycle,Descendants of Isha,,3
311,Rickety Warbuggy,Orks,Loyal,"No Wargear Attachments.
GOES FASTA! - While your opponent has the initiative, this unit cannot be dealt damage by units while you control an army unit at this planet not named “Rickety Warbuggy”.",Vehicle.,Army,Rickety_Warbuggy,1,0,3,1,0,Planetfall Cycle,Decree of Ruin,No Wargear Attachments.Goes Fasta.,3
312,Lucky Warpaint,Orks,Common,"Attach to an Orks unit.
Attached unit gains the Blue trait.
Attached unit gains Immune to enemy events.",Upgrade.,Attachment,Lucky_Warpaint,1,-1,-1,-1,1,Planetfall Cycle,Decree of Ruin,,3
313,Front Line 'Ard Boyz,Orks,Common,"This unit must be declared as a defender, if able.",Warrior. Boyz.,Army,Front_Line_'Ard_Boyz,4,2,2,5,0,Planetfall Cycle,Boundless Hate,,3
314,Ramshackle Trukk,Orks,Loyal,"No Wargear Attachments.
GOES FASTA! - While your opponent has the initiative, this unit gets +4 HP.",Vehicle. Elite.,Army,Ramshackle_Trukk,5,2,7,3,0,Planetfall Cycle,Boundless Hate,No Wargear Attachments.Goes Fasta.,3
315,Rok Bombardment,Orks,Orks,"Combat Action: Target a planet where a battle is taking place. Until the end of the battle, after each unit at the targeted planet resolves an attack, deal 1 damage to it. If the targeted planet is a Material planet (red), this effect only deals damage to enemy units instead.",Tactic.,Event,Rok_Bombardment,2,-1,-1,-1,2,Planetfall Cycle,Boundless Hate,,3
316,Gorzod,Orks,Signature,"You may include common Vehicle units from both the Astra Militarum and Space Marines factions, but cannot include other cards from a non-Orks faction.",Oddboy. Warboss.,Warlord,Gorzod,-1,-1,2,7,0,Planetfall Cycle,Deadly Salvage,Unique.,1
317,Gorzod's Wagons,Orks,Signature,"No Wargear Attachments.
GOES FASTA! - While your opponent has the initiative, this unit gets +2 ATK.",Vehicle.,Army,Gorzod's_Wagons,2,1,1,3,0,Planetfall Cycle,Deadly Salvage,Goes Fasta.,4
318,Kustomisation Station,Orks,Signature,"Each Vehicle unit you control loses all faction affiliations and gains the Orks faction affiliation.
Orks Vehicle units you control get +1 ATK and +1 HP.",Location.,Support,Kustomisation_Station,3,-1,-1,-1,0,Planetfall Cycle,Deadly Salvage,,1
319,Hostile Acquisition,Orks,Signature,"Reaction: After your warlord damages a Vehicle army unit by an attack, gain control of that unit.",Tactic.,Event,Hostile_Acquisition,1,-1,-1,-1,1,Planetfall Cycle,Deadly Salvage,,2
320,The Bloodrunna,Orks,Signature,"Attach to your warlord.
Attached unit gets +2 HP and gains “Reaction: After a Vehicle unit is destroyed at this planet, ready this unit. (Limit once per phase.)”",Vehicle.,Attachment,The_Bloodrunna,1,-1,-1,-1,3,Planetfall Cycle,Deadly Salvage,Unique.,1
321,Skrap Nabba,Orks,Common,"While this unit is at a Material planet (red), it gains: +2 resources when command struggle won at this planet.",Oddboy. Ally.,Army,Skrap_Nabba,2,1,1,2,0,Planetfall Cycle,What Lurks Below,,3
322,Outflank'em,Orks,Common,"Reaction: After your combat turn ends, take a combat turn.",Tactic.,Event,Outflank'em,1,-1,-1,-1,1,Planetfall Cycle,What Lurks Below,,3
323,Smasha Gun Battery,Orks,Common,Deploy Action: Exhaust this support to have each player deal an amount of damage equal to the number of cards in his hand among units he controls.,Weapon. Artillery.,Support,Smasha_Gun_Battery,3,-1,-1,-1,0,Planetfall Cycle,What Lurks Below,,3
324,Salvaged Battlewagon,Orks,Common,"No Wargear Attachments.
Reaction: After this unit destroys an enemy unit by an attack, put an Orks unit with printed cost 3 or lower into play from your hand at an adjacent planet.",Vehicle. Elite.,Army,Salvaged_Battlewagon,7,2,5,6,0,Planetfall Cycle,Wrath of the Crusaders,No Wargear Attachments.,3
325,Huge Chain-Choppa,Orks,Common,"Attach to a non-warlord unit.
Attached unit gets +4 ATK.
Attached unit cannot ready between combat rounds during the combat phase.",Wargear. Weapon.,Attachment,Huge_Chain-Choppa,1,-1,-1,-1,1,Planetfall Cycle,Wrath of the Crusaders,,3
326,Corpulent Ork,Orks,Common,"While a battle is being resolved at a planet where you are the only player to control a unit named “Corpulent Ork”, your opponent is considered to have the initiative for the purposes of card abilities. (Initiative for determining combat turn order does not change.)",Warrior.,Army,Corpulent_Ork,3,2,1,5,0,Planetfall Cycle,The Final Gambit,,3
